Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Peni, T; Szederkenyi, G",,,,"Peni, T.; Szederkenyi, G.",,,Convex output feedback model predictive control for mitigation of COVID-19 pandemic,ANNUAL REVIEWS IN CONTROL,,,,,,,,,,,,"In this paper, a model predictive control approach is proposed for epidemic mitigation. The disease spreading dynamics is described by an 8-compartment smooth nonlinear model of the COVID-19 pandemic in Hungary known from the literature, where the manipulable control input is the stringency of the introduced non-pharmaceutical measures. It is assumed that only the number of hospitalized people is measured on-line, and the other state variables are computed using a state observer which is based on the dynamic inversion of a linear sub-system of the model. The objective function contains a measure of the direct harmful consequences of the restrictions, and the constraints refer to input bounds and to the capacity of the healthcare system. By exploiting the special properties of the model, the nonlinear optimization problem required by the control design is reformulated to convex tasks, allowing a computationally efficient solution. Two approaches are proposed: the first finds a suboptimal solution by geometric programming, while the second one further simplifies the problem and transforms it to a linear programming task. Simulations show that both suboptimal solutions fulfill the design specifications even in the presence of parameter uncertainties.",,,,,,,,,,,,,,,,,,,1367-5788,1872-9088,,,,,2021,52,,,,,,543,553,,10.1016/j.arcontrol.2021.10.003,http://dx.doi.org/10.1016/j.arcontrol.2021.10.003,,DEC 2021,,,,,,34720662,,,,,WOS:000734449000030,View Full Record in Web of Science
J,"Madanipour, S; Iranpour, F; Goetz, T; Khan, S",,,,"Madanipour, S.; Iranpour, F.; Goetz, T.; Khan, S.",,,COVID-19: lessons learnt and priorities in trauma and orthopaedic surgery,ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND,,,,,,,,,,,,"The COVID-19 pandemic is the most serious health crisis of our time. Global public measures have been enacted to try to prevent healthcare systems from being overwhelmed. The trauma and orthopaedic (T&O) community has overcome challenges in order to continue to deliver acute trauma care to patients and plan for challenges ahead. This review explores the lessons learnt, the priorities and the controversies that the T&O community has faced during the crisis. Historically, the experience of major incidents in T&O has focused on mass casualty events. The current pandemic requires a different approach to resource management in order to create a long-term, system-sustaining model of care alongside a move towards resource balancing and facilitation. Significant limitations in theatre access, anaesthetists and bed capacity have necessitated adaptation. Strategic changes to trauma networks and risk mitigation allowed for ongoing surgical treatment of trauma. Outpatient care was reformed with the uptake of technology. The return to elective surgery requires careful planning, restructuring of elective pathways and risk management. Despite the hope that mass vaccination will lift the pressure on bed capacity and on bleak economic forecasts, the orthopaedic community must readjust its focus to meet the challenge of huge backlogs in elective caseloads before looking to the future with a robust strategy of integrated resilient pathways. The pandemic will provide the impetus for research that defines essential interventions and facilitates the implementation of strategies to overcome current barriers and to prepare for future crises.",,,,,,,,,,,,,,,,,,,0035-8843,1478-7083,,,,JUN,2021,103,6,,,,,390,394,,10.1308/rcsann.2021.0028,http://dx.doi.org/10.1308/rcsann.2021.0028,,,,,,,,33974459,,,,,WOS:000658184300010,View Full Record in Web of Science
J,"Pulia, MS; O'Brien, TP; Hou, PC; Schuman, A; Sambursky, R",,,,"Pulia, Michael S.; O'Brien, Terrence P.; Hou, Peter C.; Schuman, Andrew; Sambursky, Robert",,,Multi-tiered screening and diagnosis strategy for COVID-19: a model for sustainable testing capacity in response to pandemic,ANNALS OF MEDICINE,,,,,,,,,,,,"Coronavirus disease 2019 (COVID-19), caused by novel enveloped single stranded RNA coronavirus (SARS-CoV-2), is responsible for an ongoing global pandemic. While other countries deployed widespread testing as an early mitigation strategy, the U.S. experienced delays in development and deployment of organism identification assays. As such, there is uncertainty surrounding disease burden and community spread, severely hampering containment efforts. COVID-19 illuminates the need for a tiered diagnostic approach to rapidly identify clinically significant infections and reduce disease spread. Without the ability to efficiently screen patients, hospitals are overwhelmed, potentially delaying treatment for other emergencies. A multi-tiered, diagnostic strategy incorporating a rapid host immune response assay as a screening test, molecular confirmatory testing and rapid IgM/IgG testing to assess benefit from quarantine/further testing and provide information on population exposure/herd immunity would efficiently evaluate potential COVID-19 patients. Triaging patients within minutes with a fingerstick rather than hours/days after an invasive swab is critical to pandemic response as reliance on the existing strategy is limited by assay accuracy, time to results, and testing capacity. Early screening and triage is achievable from the outset of a pandemic with point-of-care host immune response testing which will improve response time to clinical and public health actions.Key messages Delayed testing deployment has led to uncertainty surrounding overall disease burden and community spread, severely hampering public health containment and healthcare system preparation efforts. A multi-tiered testing strategy incorporating rapid, host immune point-of-care tests can be used now and for future pandemic planning by effectively identifying patients at risk of disease thereby facilitating quarantine earlier in the progression of the outbreak during the weeks and months it can take for pathogen specific confirmatory tests to be developed, validated and manufactured in sufficient quantities. The ability to triage patients at the point of care and support the guidance of medical and therapeutic decisions, for viral isolation or confirmatory testing or for appropriate treatment of COVID-19 and/or bacterial infections, is a critical component to our national pandemic response and there is an urgent need to implement the proposed strategy to combat the current outbreak.",,,,,"Pulia, Michael/AAB-1757-2022","Pulia, Michael/0000-0001-5809-4060",,,,,,,,,,,,,0785-3890,1365-2060,,,,JUL 3,2020,52,5,,,,,207,214,,10.1080/07853890.2020.1763449,http://dx.doi.org/10.1080/07853890.2020.1763449,,MAY 2020,,,,,,32370561,,,,,WOS:000534164500001,View Full Record in Web of Science
J,"Dlamini, WM; Dlamini, SN; Mabaso, SD; Simelane, SP",,,,"Dlamini, Wisdom M.; Dlamini, Sabelo N.; Mabaso, Sizwe D.; Simelane, Sabelo P.",,,Spatial risk assessment of an emerging pandemic under data scarcity: A case of COVID-19 in Eswatini,APPLIED GEOGRAPHY,,,,,,,,,,,,"Coronavirus (COVID-19) has rapidly spread across many countries in pandemic proportions since the first case was reported in Hubei, China in December 2019. Understanding transmission, susceptibility and exposure risks is crucial for surveillance, control and response to the disease. Knowing the geographic distribution of health resource scarcity areas is necessary if a country is to adequately anticipate and prepare for the full impact of infections. We explored the potential to undertake a spatial risk assessment of an emerging pandemic under data scarcity in Eswatini. We used a set of socio-economic and demographic variables to identify epidemic risk prone areas in the country. Three risk zone levels for COVID-19 were identified in the country. The analysis showed that about 29% (320 818) of the population were located in the high risk zone and these were people who could potentially be infected with COVID-19 in the absence of mitigation measures. A majority of cases and deaths attributed to COVID-19 would likely remain unknown but our estimate could be used to gauge the full burden of the disease. Approximating and quantifying the number of people who may be potentially infected with COVID19 remains impossible under data scarcity and limited healthcare capacity especially in sub-Saharan Africa. We provided an estimation method that could support the pandemic risk forecasting, preparedness and response measures in the midst of data scarcity. The resultant map products could be used to guide on-the-ground surveillance and response efforts.",,,,,"Dlamini, Wisdom M.D./K-8903-2012; Dlamini, Sabelo Nick/AAC-2213-2020","Dlamini, Wisdom M.D./0000-0002-0397-4404; Dlamini, Sabelo Nick/0000-0002-4165-580X",,,,,,,,,,,,,0143-6228,1873-7730,,,,DEC,2020,125,,,,,,,,102358,10.1016/j.apgeog.2020.102358,http://dx.doi.org/10.1016/j.apgeog.2020.102358,,,,,,,,33132463,,,,,WOS:000602322700003,View Full Record in Web of Science
J,"Scarabaggio, P; Carli, R; Cavone, G; Epicoco, N; Dotoli, M",,,,"Scarabaggio, Paolo; Carli, Raffaele; Cavone, Graziana; Epicoco, Nicola; Dotoli, Mariagrazia",,,Nonpharmaceutical Stochastic Optimal Control Strategies to Mitigate the COVID-19 Spread,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,,,,,,,,,,,"This article proposes a stochastic nonlinear model predictive controller to support policymakers in determining robust optimal nonpharmaceutical strategies to tackle the COVID-19 pandemic waves. First, a time-varying SIRCQTHE epidemiological model is defined to get predictions on the pandemic dynamics. A stochastic model predictive control problem is then formulated to select the necessary control actions (i.e., restrictions on the mobility for different socioeconomic categories) to minimize the socioeconomic costs. In particular, considering the uncertainty characterizing this decision-making process, we ensure that the capacity of the healthcare system is not violated in accordance with a chance constraint approach. The effectiveness of the presented method in properly supporting the definition of diversified nonpharmaceutical strategies for tackling the COVID-19 spread is tested on the network of Italian regions using real data. The proposed approach can be easily extended to cope with other countries' characteristics and different levels of the spatial scale.",,,,,"Cavone, Graziana/AAL-9248-2021; Dotoli, Mariagrazia/AAB-9912-2020; Carli, Raffaele/AAW-4852-2020; Epicoco, Nicola/ABB-6589-2020","Cavone, Graziana/0000-0001-7102-4542; Carli, Raffaele/0000-0001-9184-6017; Epicoco, Nicola/0000-0003-0189-8716; Dotoli, Mariagrazia/0000-0003-1459-3452",,,,,,,,,,,,,1545-5955,1558-3783,,,,APR,2022,19,2,,,,,560,575,,10.1109/TASE.2021.3111338,http://dx.doi.org/10.1109/TASE.2021.3111338,,SEP 2021,,,,,,,,,,,WOS:000732281400001,View Full Record in Web of Science
J,"Rao, SPN; Minckas, N; Medvedev, MM; Gathara, D; Prashantha, YN; Estifanos, AS; Silitonga, AC; Jadaun, AS; Adejuyigbe, EA; Brotherton, H; Arya, S; Gera, R; Ezeaka, CV; Gai, AB; Gobezayehu, AG; Dube, Q; Kumar, A; Naburi, H; Chiume, M; Tumukunde, V; Medhanyie, AA; Plange-Rhule, G; Shabini, J; Ohuma, EO; Tadele, H; WGebriel, F; Hadgu, A; Alamineh, L; Mehta, R; Molyneux, E; Lawn, JE",,,,"Rao, Suman P. N.; Minckas, Nicole; Medvedev, Melissa M.; Gathara, David; Prashantha, Y. N.; Seifu Estifanos, Abiy; Silitonga, Alfrida Camelia; Jadaun, Arun Singh; Adejuyigbe, Ebunoluwa A.; Brotherton, Helen; Arya, Sugandha; Gera, Rani; Ezeaka, Chinyere, V; Gai, Abdou; Gobezayehu, Abebe Gebremariam; Dube, Queen; Kumar, Aarti; Naburi, Helga; Chiume, Msandeni; Tumukunde, Victor; Medhanyie, Araya Abrha; Plange-Rhule, Gyikua; Shabini, Josephine; Ohuma, Eric O.; Tadele, Henok; WGebriel, Fitsum; Hadgu, Amanuel; Alamineh, Lamesgin; Mehta, Rajesh; Molyneux, Elizabeth; Lawn, Joy E.",,COVID-19 Small Sick Newborn Carp,Small and sick newborn care during the COVID-19 pandemic: global survey and thematic analysis of healthcare providers' voices and experiences,BMJ GLOBAL HEALTH,,,,,,,,,,,,"Introduction The COVID-19 pandemic is disrupting health systems globally. Maternity care disruptions have been surveyed, but not those related to vulnerable small newborns. We aimed to survey reported disruptions to small and sick newborn care worldwide and undertake thematic analysis of healthcare providers' experiences and proposed mitigation strategies. Methods Using a widely disseminated online survey in three languages, we reached out to neonatal healthcare providers. We collected data on COVID-19 preparedness, effects on health personnel and on newborn care services, including kangaroo mother care (KMC), as well as disruptors and solutions. Results We analysed 1120 responses from 62 countries, mainly low and middle-income countries (LMICs). Preparedness for COVID-19 was suboptimal in terms of guidelines and availability of personal protective equipment. One-third reported routine testing of all pregnant women, but 13% had no testing capacity at all. More than 85% of health personnel feared for their own health and 89% had increased stress. Newborn care practices were disrupted both due to reduced care-seeking and a compromised workforce. More than half reported that evidence-based interventions such as KMC were discontinued or discouraged. Separation of the mother-baby dyad was reported for both COVID-positive mothers (50%) and those with unknown status (16%). Follow-up care was disrupted primarily due to families' fear of visiting hospitals (-73%). Conclusion Newborn care providers are stressed and there is lack clarity and guidelines regarding care of small newborns during the pandemic. There is an urgent need to protect life-saving interventions, such as KMC, threatened by the pandemic, and to be ready to recover and build back better.",,,,,"Gobezayehu, Abebe Gebremariam Gebremariam/GXV-9214-2022; Lawn, Joy/ABE-6382-2020; Tadele, Henok/AAV-2366-2021","Gobezayehu, Abebe Gebremariam Gebremariam/0000-0001-9628-2572; Lawn, Joy/0000-0002-4573-1443; Medvedev, Melissa/0000-0003-3457-8452; Estifanos, Abiy Seifu/0000-0002-6833-9823; Gai, Abdou/0000-0002-4062-1624; Tadele, Henok/0000-0002-9400-6563; Naburi, Helga/0000-0003-1659-5224; Brotherton, Helen/0000-0001-8798-8557; Minckas, Nicole/0000-0002-2650-443X; Ezeaka, Veronica Chinyere/0000-0003-1880-4616; Adejuyigbe, Ebunoluwa/0000-0002-8671-4965",,,,,,,,,,,,,2059-7908,,,,,,2021,6,3,,,,,,,e004347,10.1136/bmjgh-2020-004347,http://dx.doi.org/10.1136/bmjgh-2020-004347,,,,,,,,33716220,,,,,WOS:000629668000001,View Full Record in Web of Science
J,"Mantagos, IS; Wu, C; Griffith, JF; Jastrzembski, BG; Gonzalez, E; Goldstein, S; Pearlo, L; Vanderveen, DK",,,,"Mantagos, Iason S.; Wu, Carolyn; Griffith, Joseph F.; Jastrzembski, Benjamin G.; Gonzalez, Efren; Goldstein, Samantha; Pearlo, Lori; Vanderveen, Deborah K.",,,Retinopathy of prematurity screening and risk mitigation during the COVID-19 pandemic,JOURNAL OF AAPOS,,,,,,,,,,,,"BACKGROUND The coronavirus disease 2019 (COVID-19) pandemic has significantly disrupted the delivery of healthcare. Although most nonurgent ophthalmology visits at Boston Children's Hospital were canceled, premature infants at risk for retinopathy of prematurity (ROP) still required timely, in-person care during the initial 3-month period of the infection surge in Massachusetts. The purpose of the current study was to report our protocols for mitigating risk of exposure to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) between infants and eye care providers and to compare examination rates and results with the same 3-month period in 2019. METHODS During the infection surge, we added new infection control measures and strengthened existing ones. Additional personal protective equipment was used, and the number of ophthalmologists rotating in the three high-capacity NICUs we service was limited. RESULTS More infants required ROP examinations during the study period in 2020 than in the same period in 2019, but fewer examinations were performed. There were no cases of missed progression to severe ROP during this time and no known transmission of SARS-CoV-2 between ROP patients and ophthalmology staff. CONCLUSIONS Overall, effective ROP care was safely provided during the COVID-19 pandemic, and contact with this vulnerable population was minimized.",,,,,,,,,,,,,,,,,,,1091-8531,1528-3933,,,,APR,2021,25,2,,,,,,,,10.1016/j.jaapos.2020.11.015,http://dx.doi.org/10.1016/j.jaapos.2020.11.015,,JUN 2021,,,,,,33882352,,,,,WOS:000665589700012,View Full Record in Web of Science
J,"Murch, BJ; Cooper, JA; Hodgett, TJ; Gara, EL; Walker, JS; Wood, RM",,,,"Murch, B. J.; Cooper, J. A.; Hodgett, T. J.; Gara, E. L.; Walker, J. S.; Wood, R. M.",,,Modelling the effect of first-wave COVID-19 on mental health services,OPERATIONS RESEARCH FOR HEALTH CARE,,,,,,,,,,,,"During the first wave of the COVID-19 pandemic it emerged that the nature and magnitude of demand for mental health services was changing. Considerable increases were expected to follow initial lulls as treatment was sought for new and existing conditions following relaxation of 'lockdown' measures. For this to be managed by the various services that constitute a mental health system, it would be necessary to complement such projections with assessments of capacity, in order to understand the propagation of demand and the value of any consequent mitigations. This paper provides an account of exploratory modelling undertaken within a major UK healthcare system during the first wave of the pandemic, when actionable insights were in short supply and decisions were made under much uncertainty. In understanding the impact on post-lockdown operational performance, the objective was to evaluate the efficacy of two considered interventions against a baseline 'do nothing' scenario. In doing so, a versatile and purpose-built discrete time simulation model was developed, calibrated and used by a multi-disciplinary project working group. The solution, representing a multi-node, multi server queueing network with reneging, is implemented in open-source software and is freely and publicly available. (C) 2021 Elsevier Ltd. All rights reserved.",,,,,"Wood, Richard M/F-2952-2013","Wood, Richard M/0000-0002-3476-395X; Hodgett, Tom/0000-0002-0605-796X",,,,,,,,,,,,,2211-6923,,,,,SEP,2021,30,,,,,,,,100311,10.1016/j.orhc.2021.100311,http://dx.doi.org/10.1016/j.orhc.2021.100311,,AUG 2021,,,,,,36466119,,,,,WOS:000700620600003,View Full Record in Web of Science
J,"Aranda, Z; Binde, T; Tashman, K; Tadikonda, A; Mawindo, B; Maweu, D; Boley, EJ; Mphande, I; Dumbuya, I; Montano, M; Clisbee, M; Mvula, M; Ndayizigiye, M; Jean-Baptiste, MC; Varney, PF; Anyango, S; Grepin, KA; Law, MR; Mugunga, JC; Hedt-Gauthier, B; Fulcher, IR",,,,"Aranda, Zeus; Binde, Thierry; Tashman, Katherine; Tadikonda, Ananya; Mawindo, Bill; Maweu, Daniel; Boley, Emma Jean; Mphande, Isaac; Dumbuya, Isata; Montano, Mariana; Clisbee, Mary; Mvula, Mc Geofrey; Ndayizigiye, Melino; Jean-Baptiste, Meredith Casella; Varney, Prince F.; Anyango, Sarah; Grepin, Karen Ann; Law, Michael R.; Mugunga, Jean Claude; Hedt-Gauthier, Bethany; Fulcher, Isabel R.",,Cross-site COVID-19 Syndromic Surv,Disruptions in maternal health service use during the COVID-19 pandemic in 2020: experiences from 37 health facilities in low-income and middle-income countries,BMJ GLOBAL HEALTH,,,,,,,,,,,,"The COVID-19 pandemic has heterogeneously affected use of basic health services worldwide, with disruptions in some countries beginning in the early stages of the emergency in March 2020. These disruptions have occurred on both the supply and demand sides of healthcare, and have often been related to resource shortages to provide care and lower patient turnout associated with mobility restrictions and fear of contracting COVID-19 at facilities. In this paper, we assess the impact of the COVID-19 pandemic on the use of maternal health services using a time series modelling approach developed to monitor health service use during the pandemic using routinely collected health information systems data. We focus on data from 37 non-governmental organisation-supported health facilities in Haiti, Lesotho, Liberia, Malawi, Mexico and Sierra Leone. Overall, our analyses indicate significant declines in first antenatal care visits in Haiti (18% drop) and Sierra Leone (32% drop) and facility-based deliveries in all countries except Malawi from March to December 2020. Different strategies were adopted to maintain continuity of maternal health services, including communication campaigns, continuity of community health worker services, human resource capacity building to ensure compliance with international and national guidelines for front-line health workers, adapting spaces for safe distancing and ensuring the availability of personal protective equipment. We employ a local lens, providing prepandemic context and reporting results and strategies by country, to highlight the importance of developing context-specific interventions to design effective mitigation strategies.",,,,,"Connolly, Emilia/GWU-7040-2022; Grepin, Karen Ann/P-1248-2018","Grepin, Karen Ann/0000-0003-4368-0045; Maweu, Daniel/0000-0001-5561-944X; Aranda, Zeus/0000-0001-5272-1967; Anyango, Stephen/0000-0003-4838-443X; Fulcher, Isabel/0000-0002-1209-824X; Tadikonda, Ananya/0000-0002-7814-9919",,,,,,,,,,,,,2059-7908,,,,,JAN,2022,7,1,,,,,,,e007247,10.1136/bmjgh-2021-007247,http://dx.doi.org/10.1136/bmjgh-2021-007247,,,,,,,,35012970,,,,,WOS:000741508800005,View Full Record in Web of Science
J,"Kim, K; Zhao, L",,,,"Kim, Kihyung; Zhao, Li",,,Filtering Facepiece Respirator Supply Chain Management Framework in a Disaster Such as COVID-19,SOCIETIES,,,,,,,,,,,,"Due to the lack of vaccines and treatments, filtering facepiece respirators are a primary and effective tool to dampen the spread of COVID-19. To meet the huge and continuous demand for filtering facepiece respirators, this concept paper suggests a supply chain management framework based on the disaster management principle. This concept paper adopts an exploratory and qualitative literature review to provide managerial insights for the supply chain participants. Due to implementation delay and strategic interdependency, the supply chain management strategies need to be systematically integrated. A viable way to integrate strategies is based on the disaster management cycle: mitigation, preparation, response, and recovery phases. Our model integrates innovative and successful but overlooked supply chain management strategies. First, the production capacity should be flexible so that the production mode in emergency and normal situations can be different. Second, the concept paper and development facilities can utilize their capacities for actual production in emergencies. Third, the quality certification process should accommodate the flexible production capacities. Fourth, inventory stockpiling should be renewable. This concept paper contributes to policymakers, healthcare sector decision-makers, stakeholders throughout the FFR supply chain to cope with future crises caused by pandemics by providing a systematic approach to constructing an effective, flexible, and resilient supply chain.",,,,,,"Kim, KiHyung/0000-0001-7928-8200",,,,,,,,,,,,,,2075-4698,,,,DEC,2021,11,4,,,,,,,136,10.3390/soc11040136,http://dx.doi.org/10.3390/soc11040136,,,,,,,,,,,,,WOS:000742083000001,View Full Record in Web of Science
J,"Ray, A; Jank, W; Dutta, K; Mullarkey, M",,,,"Ray, Arindam; Jank, Wolfgang; Dutta, Kaushik; Mullarkey, Matthew",,,An LSTM1 Model for Managing Epidemics: Using Population Mobility and Vulnerability for Forecasting COVID-19 Hospital Admissions,INFORMS JOURNAL ON COMPUTING,,,,,,,,,,,,"Worldwide epidemics, such as corona virus disease 2019 (COVID-19), cause unprecedented challenges for society and its healthcare systems. Governments attempt to mitigate those challenges by either reducing healthcare demand (flattening the curve by imposing restrictions, e.g., on travel or social gatherings) or by increasing healthcare capacity, for example, by canceling elective procedures or setting up field hospitals. To implement these mitigation procedures efficiently, accurate and timely forecasts of the epidemic's progression are necessary. In this paper, we develop an innovative forecasting methodology based on the ideas of long short-term memory (LSTM) recurrent neural networks. LSTM models are shown to outperform traditional forecasting models, especially when the relationship between input and output is complex and not available in closed form. However, whereas LSTM models perform well for data that changes dynamically over time, one shortcoming is that they are not directly applicable when the data also includes static, nontemporal components. In this work, we propose an LSTM+ model that overcomes this limitation. Our model leverages a private partnership with a mobile data company in order to capture population mobility (using mobility indices derived from mobile device data), which allows us to anticipate an epidemic's spread early and accurately. In addition, we also leverage a public partnership with a consortium of hospitals. Using hospital admissions (rather than, say, positive caseload) results in an unbiased measure of the severity of an epidemic because patients seek and are admitted to hospital care only when symptoms worsen beyond a critical point. We illustrate the effectiveness of our method on forecasting COVID-19 for a major U.S. metropolitan area where it has aided decision makers of the emergency policy group. Our model improves the predictive accuracy of hospital admission by a factor of 2.5x as compared with competing models in the same analytical space.",,,,,,"Ray, Arindam/0000-0001-7706-9629",,,,,,,,,,,,,1091-9856,1526-5528,,,,MAR-APR,2023,35,2,,,,,440,457,,10.1287/ijoc.2023.1269,http://dx.doi.org/10.1287/ijoc.2023.1269,,FEB 2023,,,,,,,,,,,WOS:000955961200001,View Full Record in Web of Science
J,"Wei, H; Daniels, S; Whitfield, CA; Han, Y; Denning, DW; Hall, I; Regan, M; Verma, A; van Tongeren, M",,,,"Wei, Hua; Daniels, Sarah; Whitfield, Carl A.; Han, Yang; Denning, David W.; Hall, Ian; Regan, Martyn; Verma, Arpana; van Tongeren, Martie",,,Agility and Sustainability: A Qualitative Evaluation of COVID-19 Non-pharmaceutical Interventions in the UK Logistics Sector,FRONTIERS IN PUBLIC HEALTH,,,,,,,,,,,,"BackgroundThe emergence of SARS-CoV-2 triggered a chain of public health responses that radically changed our way of living and working. Non-healthcare sectors, such as the logistics sector, play a key role in such responses. This research aims to qualitatively evaluate the non-pharmaceutical interventions (NPIs) implemented in the UK logistics sector during the COVID-19 pandemic. MethodsWe conducted nine semi-structured interviews in July-August 2020 and May-June 2021. In total 11 interviewees represented six companies occupying a range of positions in the UK's logistics sector, including takeaway food delivery, large and small goods delivery and home appliance installation, and logistics technology providers. Thematic analysis was completed using NVivo12. Codes relevant to NPIs were grouped into themes and mapped deductively onto an adapted Hierarchy of Control (HoC) framework, focusing on delivery workers. Codes relevant to the implementation process of NPIs were grouped into themes/subthemes to identify key characteristics of rapid responses, and barriers and facilitators. ResultsHoC analysis suggests the sector has implemented a wide range of risk mitigation measures, with each company developing their own portfolio of measures. Contact-free delivery was the most commonly implemented measure and perceived effective. The other implemented measures included social distancing, internal contact tracing, communication and collaboration with other key stakeholders of the sector. Process evaluation identified facilitators of rapid responses including capacity to develop interventions internally, localized government support, strong external mandates, effective communication, leadership support and financial support for self-isolation, while barriers included unclear government guidance, shortage of testing capacity and supply, high costs and diversified language and cultural backgrounds. Main sustainability issues included compliance fatigue, and the possible mental health impacts of a prolonged rapid response. ConclusionsThis research identified drivers and obstacles of rapid implementation of NPIs in response to a respiratory infection pandemic. Existing implementation process models do not consider speed to respond and the absence or lack of guidance in emergency situations such as the COVID-19. We recommend the development of a rapid response model to inform the design of effective and sustainable infection prevention and control policies and to focus future research priorities.",,,,,"Wei, Hua/GPS-7682-2022; Whitfield, Carl/J-5751-2019","Whitfield, Carl/0000-0001-5913-735X; van Tongeren, Martie/0000-0002-1205-1898; Regan, Martyn/0000-0003-2962-9913; Wei, Hua/0000-0003-2617-7632; Daniels, Sarah/0000-0001-6308-9493; hall, ian/0000-0002-3033-2335",,,,,,,,,,,,,,2296-2565,,,,JUN 1,2022,10,,,,,,,,864506,10.3389/fpubh.2022.864506,http://dx.doi.org/10.3389/fpubh.2022.864506,,,,,,,,35719658,,,,,WOS:000811350400001,View Full Record in Web of Science
J,"Hsiao, J; Sayles, E; Antzoulatos, E; Stanton, RJ; Sucharew, H; Broderick, JP; Demel, SL; Flaherty, ML; Grossman, AW; Kircher, C; Kreitzer, N; Peariso, K; Prestigiacomo, CJ; Shirani, P; Walsh, KB; Lampton, H; Adeoye, O; Khatri, P",,,,"Hsiao, Jessica; Sayles, Emily; Antzoulatos, Eleni; Stanton, Robert J.; Sucharew, Heidi; Broderick, Joseph P.; Demel, Stacie L.; Flaherty, Matthew L.; Grossman, Aaron W.; Kircher, Charles; Kreitzer, Natalie; Peariso, Katrina; Prestigiacomo, Charles J.; Shirani, Peyman; Walsh, Kyle B.; Lampton, Holly; Adeoye, Opeolu; Khatri, Pooja",,,Effect of COVID-19 on Emergent Stroke Care A Regional Experience,STROKE,,,,,,,,,,,,"Background and Purpose: Anecdotal evidence suggests that the coronavirus disease 2019 (COVID-19) pandemic mitigation efforts may inadvertently discourage patients from seeking treatment for stroke with resultant increased morbidity and mortality. Analysis of regional data, while hospital capacities for acute stroke care remained fully available, offers an opportunity to assess this. We report regional Stroke Team acute activations and reperfusion treatments during COVID-19 mitigation activities. Methods: Using case log data prospectively collected by a Stroke Team exclusively serving approximate to 2 million inhabitants and 30 healthcare facilities, we retrospectively reviewed volumes of consultations and reperfusion treatments for acute ischemic stroke. We compared volumes before and after announcements of COVID-19 mitigation measures and the prior calendar year. Results: Compared with the 10 weeks prior, stroke consultations declined by 39% (95% CI, 32%-46%) in the 5 weeks after announcement of statewide school and restaurant closures in Ohio, Kentucky, and Indiana. Results compared with the prior year and time trend analyses were consistent. Reperfusion treatments also appeared to decline by 31% (95% CI, 3%-51%), and specifically thrombolysis by 33% (95% CI, 4%-55%), but this finding had less precision. Conclusions: Upon the announcement of measures to mitigate COVID-19, regional acute stroke consultations declined significantly. Reperfusion treatment rates, particularly thrombolysis, also appeared to decline qualitatively, and this finding requires further study. Urgent public education is necessary to mitigate a possible crisis of avoiding essential emergency care due to COVID-19.",,,,,"Khatri, Pooja/HDN-0359-2022; Peariso, Katrina/Y-1516-2019; Peariso, Katrina/AAQ-2090-2021; Sucharew, Heidi/M-4338-2015; Prestigiacomo, Charles J/B-3911-2018","Khatri, Pooja/0000-0002-7344-8266; Peariso, Katrina/0000-0003-1616-8329; Prestigiacomo, Charles J/0000-0002-5979-2378; Stanton, Robert/0000-0003-3804-5063",,,,,,,,,,,,,0039-2499,1524-4628,,,,SEP,2020,51,9,,,,,E211,E214,,10.1161/STROKEAHA.120.030499,http://dx.doi.org/10.1161/STROKEAHA.120.030499,,,,,,,,32639860,,,,,WOS:000565641800022,View Full Record in Web of Science
