Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Mirzaei, R; Attar, A; Papizadeh, S; Jeda, AS; Hosseini-Fard, SR; Jamasbi, E; Kazemi, S; Amerkani, S; Talei, GR; Moradi, P; Jalalifar, S; Yousefimashouf, R; Hossain, MA; Keyvani, H; Karampoor, S",,,,"Mirzaei, Rasoul; Attar, Adeleh; Papizadeh, Saher; Jeda, Ali Salimi; Hosseini-Fard, Seyed Reza; Jamasbi, Elaheh; Kazemi, Sima; Amerkani, Saman; Talei, Gholam Reza; Moradi, Pouya; Jalalifar, Saba; Yousefimashouf, Rasoul; Hossain, Mohammad Akhter; Keyvani, Hossein; Karampoor, Sajad",,,The emerging role of probiotics as a mitigation strategy against coronavirus disease 2019 (COVID-19),ARCHIVES OF VIROLOGY,,,,,,,,,,,,"COVID-19 is an acute respiratory infection accompanied by pneumonia caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which has affected millions of people globally. To date, there are no highly efficient therapies for this infection. Probiotic bacteria can interact with the gut microbiome to strengthen the immune system, enhance immune responses, and induce appropriate immune signaling pathways. Several probiotics have been confirmed to reduce the duration of bacterial or viral infections. Immune fitness may be one of the approaches by which protection against viral infections can be reinforced. In general, prevention is more efficient than therapy in fighting viral infections. Thus, probiotics have emerged as suitable candidates for controlling these infections. During the COVID-19 pandemic, any approach with the capacity to induce mucosal and systemic reactions could potentially be useful. Here, we summarize findings regarding the effectiveness of various probiotics for preventing virus-induced respiratory infectious diseases, especially those that could be employed for COVID-19 patients. However, the benefits of probiotics are strain-specific, and it is necessary to identify the bacterial strains that are scientifically established to be beneficial.",,,,,"Hossain, Mohammed Akhter/HLW-9055-2023; Karampoor, Sajad/AAY-7072-2021; Talei, Gholam Reza/Q-4763-2016; Mirzaei, Rasoul/GSJ-0039-2022; Mirzaei, Rasoul/AAQ-4936-2021; Mirzaei, Rasoul/GQZ-2348-2022","Hossain, Mohammed Akhter/0000-0002-9961-0006; Mirzaei, Rasoul/0000-0002-4148-6495; Mirzaei, Rasoul/0000-0002-4148-6495; hosseini-fard, Seyed Reza/0000-0003-3269-1208; jalalifar, saba/0000-0002-6809-4977; Hosseini-Fard, Seyed Reza/0009-0004-5469-3954; karampoor, sajad/0000-0003-3716-8096",,,,,,,,,,,,,0304-8608,1432-8798,,,,JUL,2021,166,7,,,,,1819,1840,,10.1007/s00705-021-05036-8,http://dx.doi.org/10.1007/s00705-021-05036-8,,MAR 2021,,,,,,33745067,,,,,WOS:000630841900004,View Full Record in Web of Science
J,"Randremanana, RV; Andriamandimby, SF; Rakotondramanga, JM; Razanajatovo, NH; Mangahasimbola, RT; Randriambolamanantsoa, TH; Ranaivoson, HC; Rabemananjara, HA; Razanajatovo, I; Razafindratsimandresy, R; Rabarison, JH; Brook, CE; Rakotomanana, F; Rabetombosoa, RM; Razafimanjato, H; Ahyong, V; Raharinosy, V; Raharimanga, V; Raharinantoanina, SJ; Randrianarisoa, MM; Bernardson, B; Randrianasolo, L; Randriamampionona, LBN; Tato, CM; DeRisi, JL; Dussart, P; Vololoniaina, MC; Randriatsarafara, FM; Randriamanantany, ZA; Heraud, JM",,,,"Randremanana, Rindra Vatosoa; Andriamandimby, Soa-Fy; Rakotondramanga, Jean Marius; Razanajatovo, Norosoa Harline; Mangahasimbola, Reziky Tiandraza; Randriambolamanantsoa, Tsiry Hasina; Ranaivoson, Hafaliana Christian; Rabemananjara, Harinirina Aina; Razanajatovo, Iony; Razafindratsimandresy, Richter; Rabarison, Joelinotahiana Hasina; Brook, Cara E.; Rakotomanana, Fanjasoa; Rabetombosoa, Roger Mario; Razafimanjato, Helisoa; Ahyong, Vida; Raharinosy, Vololoniaina; Raharimanga, Vaomalala; Raharinantoanina, Sandratana Jonhson; Randrianarisoa, Mirella Malala; Bernardson, Barivola; Randrianasolo, Laurence; Randriamampionona, Lea Bricette Nirina; Tato, Cristina M.; DeRisi, Joseph L.; Dussart, Philippe; Vololoniaina, Manuela Christophere; Randriatsarafara, Fidiniaina Mamy; Randriamanantany, Zely Arivelo; Heraud, Jean-Michel",,,"The COVID-19 epidemic in Madagascar: clinical description and laboratory results of the first wave, march-september 2020",INFLUENZA AND OTHER RESPIRATORY VIRUSES,,,,,,,,,,,,"Background Following the first detection of SARS-CoV-2 in passengers arriving from Europe on 19 March 2020, Madagascar took several mitigation measures to limit the spread of the virus in the country. Methods Nasopharyngeal and/or oropharyngeal swabs were collected from travellers to Madagascar, suspected SARS-CoV-2 cases and contact of confirmed cases. Swabs were tested at the national reference laboratory using real-time RT-PCR. Data collected from patients were entered in an electronic database for subsequent statistical analysis. All distribution of laboratory-confirmed cases were mapped, and six genomes of viruses were fully sequenced. Results Overall, 26,415 individuals were tested for SARS-CoV-2 between 18 March and 18 September 2020, of whom 21.0% (5,553/26,145) returned positive. Among laboratory-confirmed SARS-CoV-2-positive patients, the median age was 39 years (IQR: 28-52), and 56.6% (3,311/5,553) were asymptomatic at the time of sampling. The probability of testing positive increased with age with the highest adjusted odds ratio of 2.2 [95% CI: 1.9-2.5] for individuals aged 49 years and more. Viral strains sequenced belong to clades 19A, 20A and 20B indicative of several independent introduction of viruses. Conclusions Our study describes the first wave of the COVID-19 in Madagascar. Despite early strategies in place Madagascar could not avoid the introduction and spread of the virus. More studies are needed to estimate the true burden of disease and make public health recommendations for a better preparation to another wave.",,,,,"Dussart, Philippe/P-4152-2014; Heraud, Jean-Michel/O-1464-2013; Razafindratsimandresy, Richter/H-9881-2014","Dussart, Philippe/0000-0002-1931-3037; Heraud, Jean-Michel/0000-0003-1107-0859; Rakotondramanga, Jean Marius/0000-0003-0490-7665",,,,,,,,,,,,,1750-2640,1750-2659,,,,JUL,2021,15,4,,,,,457,468,,10.1111/irv.12845,http://dx.doi.org/10.1111/irv.12845,,FEB 2021,,,,,,33586912,,,,,WOS:000617921700001,View Full Record in Web of Science
J,"Couto, MT; Barbieri, CLA; Matos, CCDA",,,,"Couto, Marcia Thereza; Alves Barbieri, Carolina Luisa; de Souza Amorim Matos, Camila Carvalho",,,Considerations on COVID-19 impact on the individual-society relationship: from vaccine hesitancy to the clamor for a vaccine,SAUDE E SOCIEDADE,,,,,,,,,,,,"Since March 2020, when the World Health Organization (WHO) declared that COVID-19 was a pandemic at global level, we are facing an unprecedented health crisis over the past loo years. While the search for a vaccine represents the hope to overcome the pandemic, measures were established to control the disease transmission through individual and collective actions of hygiene and physical distancing. Based on the popular clamor for new vaccines, this critical essay discusses the paradox and contradictions of the individual-society relationship in the context of COVID-19 considering vaccine hesitancy as a historical and social phenomenon. We also argue that decisions on (not) vaccinating or (not) following COVID-19 control and preventive measures are influenced by social belonging and traversed by inequalities that tend to exacerbate. COVID-19 surrounding infodemic and vaccine hesitancy reflect the tension between scientifically-validated and self-perceived risk, besides being impacted by the crisis of confidence in science. Perceiving risk and adhering to precautionary measures extrapolate subjectivity and rationality, and mirror values and creed shaped by the political, economic, and sociocultural dimensions.",,,,,"Barbieri, Carolina L A/Y-3333-2018; Couto, Marcia Thereza/C-1156-2012","Barbieri, Carolina L A/0000-0002-5082-6674; Couto, Marcia Thereza/0000-0001-5233-4190",,,,,,,,,,,,,0104-1290,1984-0470,,,,,2021,30,1,,,,,,,e200450,10.1590/S0104-12902021200450,http://dx.doi.org/10.1590/S0104-12902021200450,,,,,,,,,,,,,WOS:000631438900001,View Full Record in Web of Science
J,"Hong, SA",,,,"Hong, Shin-Ae",,,COVID-19 vaccine communication and advocacy strategy: a social marketing campaign for increasing COVID-19 vaccine uptake in South Korea,HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,,,,,,,,,,,,"Research evidence suggests that communication is a powerful tool for influencing public opinion and attitudes toward various health-related issues, such as vaccine reluctance, provided it is well-designed and thoughtfully conducted. In particular, social marketing techniques that alter the target audience's behaviors for the public good can substantially improve vaccine uptake if adopted as a communication strategy in immunization programs to counter public hesitancy. This study presents evidence from the Korean government's current coronavirus disease 2019 (COVID-19) vaccination campaign, which successfully applied a social marketing approach. By the end of August 2022, South Korea had achieved high vaccine coverage, with 94.8% of the population (12+) receiving a second dose, 71.3% a third dose, and a fourth dose drive currently underway. There are five crucial factors to consider when preparing official communication for an immunization program: (i) a high degree of proactiveness, (ii) credibility, (iii) fighting misinformation, (iv) emphasizing social norms and prosocial behavior, and (v) coherence. Although using social marketing strategies may not be successful in all circumstances, the lessons learned and current implementation in Korea suggest their efficacy in fostering vaccine acceptance. This study offers valuable insights for government agencies and global public health practitioners to develop effective targeted campaign strategies that enhance the target population's vaccination intention.",,,,,,,,,,,,,,,,,,,,2662-9992,,,,MAR 16,2023,10,1,,,,,,,109,10.1057/s41599-023-01593-2,http://dx.doi.org/10.1057/s41599-023-01593-2,,,,,,,,36942012,,,,,WOS:000952322500001,View Full Record in Web of Science
J,"Moreira, ED; Kitchin, N; Xu, X; Dychter, SS; Lockhart, S; Gurtman, A; Perez, JL; Zerbini, C; Dever, ME; Jennings, TW; Brandon, DM; Cannon, KD; Koren, MJ; Denham, DS; Berhe, M; Fitz-Patrick, D; Hammitt, LL; Klein, NP; Nell, H; Keep, G; Wang, XB; Koury, K; Swanson, KA; Cooper, D; Lu, CR; Tuereci, O; Lagkadinou, E; Tresnan, DB; Dormitzer, PR; Sahin, U; Gruber, WC; Jansen, KU",,,,"Moreira, Edson D., Jr.; Kitchin, Nicholas; Xu, Xia; Dychter, Samuel S.; Lockhart, Stephen; Gurtman, Alejandra; Perez, John L.; Zerbini, Cristiano; Dever, Michael E.; Jennings, Timothy W.; Brandon, Donald M.; Cannon, Kevin D.; Koren, Michael J.; Denham, Douglas S.; Berhe, Mezgebe; Fitz-Patrick, David; Hammitt, Laura L.; Klein, Nicola P.; Nell, Haylene; Keep, Georgina; Wang, Xingbin; Koury, Kenneth; Swanson, Kena A.; Cooper, David; Lu, Claire; Tuereci, Oezlem; Lagkadinou, Eleni; Tresnan, Dina B.; Dormitzer, Philip R.; Sahin, Ugur; Gruber, William C.; Jansen, Kathrin U.",,C4591031 Clinical Trial Grp,Safety and Efficacy of a Third Dose of BNT162b2 Covid-19 Vaccine,NEW ENGLAND JOURNAL OF MEDICINE,,,,,,,,,,,,"BACKGROUND & nbsp;Active immunization with the BNT162b2 vaccine (Pfizer-BioNTech) has been a critical mitigation tool against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection during the coronavirus disease 2019 (Covid-19) pandemic. In light of reports of waning protection occurring 6 months after the primary two-dose vaccine series, data are needed on the safety and efficacy of offering a third (booster) dose in persons 16 years of age or older.& nbsp;METHODS & nbsp;In this ongoing, placebo-controlled, randomized, phase 3 trial, we assigned participants who had received two 30-mu g doses of the BNT162b2 vaccine at least 6 months earlier to be injected with a third dose of the BNT162b2 vaccine or with placebo. We assessed vaccine safety and efficacy against Covid-19 starting 7 days after the third dose.& nbsp;RESULTS & nbsp;A total of 5081 participants received a third BNT162b2 dose and 5044 received placebo. The median interval between dose 2 and dose 3 was 10.8 months in the vaccine group and 10.7 months in the placebo group; the median follow-up was 2.5 months. Local and systemic reactogenicity events from the third dose were generally of low grade. No new safety signals were identified, and no cases of myocarditis or pericarditis were reported. Among the participants without evidence of previous SARS-CoV-2 infection who could be evaluated, Covid-19 with onset at least 7 days after dose 3 was observed in 6 participants in the vaccine group and in 123 participants in the placebo group, which corresponded to a relative vaccine efficacy of 95.3% (95% confidence interval, 89.5 to 98.3).& nbsp;CONCLUSIONS & nbsp;A third dose of the BNT162b2 vaccine administered a median of 10.8 months after the second dose provided 95.3% efficacy against Covid-19 as compared with two doses of the BNT162b2 vaccine during a median follow-up of 2.5 months.",,,,,"Moreira Jr, Edson Duarte/GRF-5620-2022","Moreira Jr, Edson Duarte/0000-0002-7081-8348",,,,,,,,,,,,,0028-4793,1533-4406,,,,MAY 19,2022,386,20,,,,,1910,1921,,10.1056/NEJMoa2200674,http://dx.doi.org/10.1056/NEJMoa2200674,,MAR 2022,,,,,,35320659,,,,,WOS:000786665900001,View Full Record in Web of Science
J,"Atre, AL; Atre, A; Panchawagh, S; Khamkar, R; Chandorkar, A; Patil, S",,,,"Atre, Ashish Laxman; Atre, Akhil; Panchawagh, Suhrud; Khamkar, Rahul; Chandorkar, Aparna; Patil, Sunil",,,"Association between Chest CT Severity Scores and SARS-CoV-2 Vaccination among COVID-19 patients: A Cross-sectional Study from Pune, India",JOURNAL OF CLINICAL AND DIAGNOSTIC RESEARCH,,,,,,,,,,,,"Introduction: The novel Coronavirus disease-2019 (COVID-19) caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) is seen to primarily affect the human respiratory system. Chest CT Severity Score (CTSS) provides a semi quantitative assessment of pulmonary involvement in COVID19 patients. COVID-19 pandemic mitigation measures such as SARS-CoV-2 vaccination are being deployed worldwide. However, with the emerging variants of concern of SARS-CoV-2, a high prevalence of post vaccination breakthrough infections is seen. Aim: To assess the association of CTSS with the vaccination status in a cohort of COVID-19 patients referred to a tertiary diagnostic centre and to evaluate the association of CTSS with other clinical parameters including co-morbidities in these patients. Materials and Methods: This cross-sectional observational study was conducted at a tertiary care diagnostic imaging centre in the city of Pune, Maharashtra, India. Data of 1002 symptomatic, adult patients who underwent chest CT and SARSCoV-2 Reverse Transcription Polymerase Chain Reaction (RTPCR)/Rapid Antigen Test (RAT) laboratory test between March 13, 2021 and June 22, 2021, were collected. COVID-19 reportingand Data System (CO-RADS) categories and the corresponding semi quantitative CTSS were calculated for each patient. Based on their vaccination status, patients were categorised into three groups: unvaccinated, partially vaccinated and fully vaccinated. The association of CTSS with various categories of vaccination status, demographics, co-morbidities and stages of the disease of the patients, was evaluated. Results: Of the 1002 COVID-19 patients, 768 (76.6%) were unvaccinated, 190 (19.0%) were partially vaccinated and 44 (4.4%) were fully vaccinated. Mean CTSS in the fully vaccinated cohort was significantly lower (3.75 +/- 4.7) than that in the partially vaccinated (6.05 +/- 5.7) and unvaccinated (8.29 +/- 4.9) patients (mean 3.75 vs. 6.05 vs. 8.29, respectively; (p<0.05). Mean CTSS in patients with no co-morbidities was significantly lower than that in patients with hypertension and diabetes (7.12 vs. 8.75 vs. 10.39, respectively; (p<0.05). Conclusion: Significant association was noted between the Chest CTSS and the vaccination status, age, gender, co-morbidities and stage of disease in this large cohort of COVID-19 patients. The study reiterates that full vaccination aids in reducing the severity of lung involvement in COVID-19 infection.",,,,,,"Panchawagh, Suhrud/0000-0002-8606-4202",,,,,,,,,,,,,2249-782X,0973-709X,,,,JUN,2022,16,6,,,,,TC11,TC17,,10.7860/JCDR/2022/53056.16482,http://dx.doi.org/10.7860/JCDR/2022/53056.16482,,,,,,,,,,,,,WOS:000810608700004,View Full Record in Web of Science
J,"Carvalho, K; Vicente, JP; Jakovljevic, M; Teixeira, JPR",,,,"Carvalho, Kathleen; Vicente, Joao Paulo; Jakovljevic, Mihajlo; Teixeira, Joao Paulo Ramos",,,"Analysis and Forecasting Incidence, Intensive Care Unit Admissions, and Projected Mortality Attributable to COVID-19 in Portugal, the UK, Germany, Italy, and France: Predictions for 4 Weeks Ahead",BIOENGINEERING-BASEL,,,,,,,,,,,,"The use of artificial neural networks (ANNs) is a great contribution to medical studies since the application of forecasting concepts allows for the analysis of future diseases propagation. In this context, this paper presents a study of the new coronavirus SARS-COV-2 with a focus on verifying the virus propagation associated with mitigation procedures and massive vaccination campaigns. There were two proposed methodologies in making predictions 28 days ahead for the number of new cases, deaths, and ICU patients of five European countries: Portugal, France, Italy, the United Kingdom, and Germany. A case study of the results of massive immunization in Israel was also considered. The data input of cases, deaths, and daily ICU patients was normalized to reduce discrepant numbers due to the countries' size and the cumulative vaccination values by the percentage of population immunized (with at least one dose of the vaccine). As a comparative criterion, the calculation of the mean absolute error (MAE) of all predictions presents the best methodology, targeting other possibilities of use for the method proposed. The best architecture achieved a general MAE for the 1-to-28-day ahead forecast, which is lower than 30 cases, 0.6 deaths, and 2.5 ICU patients per million people.",,,,,"Jakovljevic, Mihajlo/B-3002-2014; Teixeira, João/N-6576-2013","Jakovljevic, Mihajlo/0000-0002-9160-6846; Teixeira, João/0000-0002-6679-5702; Carvalho, Kathleen/0000-0002-8623-7943",,,,,,,,,,,,,,2306-5354,,,,JUN,2021,8,6,,,,,,,84,10.3390/bioengineering8060084,http://dx.doi.org/10.3390/bioengineering8060084,,,,,,,,34208000,,,,,WOS:000665266100001,View Full Record in Web of Science
J,"Joseph, NT; Miller, ES",,,,"Joseph, Naima T.; Miller, Emily S.",,,"Obstetric Outpatient Management During the COVID-19 Pandemic: Prevention, Treatment of Mild Disease, and Vaccination",CLINICAL OBSTETRICS AND GYNECOLOGY,,,,,,,,,,,,"The majority of patients with coronavirus disease 2019 will have mild or asymptomatic disease, however, obstetric patients are uniquely at risk for disease progression and adverse outcomes. Preventive strategies including masking, physical distancing, vaccination, and chemoprophylaxis have been well studied, are critical to disease mitigation, and can be used in the pregnant population. High-quality data are needed to assess safety and effectiveness of therapeutics and vaccination in pregnancy, as well as long-term data on maternal and newborn outcomes.",,,,,,,,,,,,,,,,,,,0009-9201,1532-5520,,,,MAR,2022,65,1,,,,,161,178,,10.1097/GRF.0000000000000670,http://dx.doi.org/10.1097/GRF.0000000000000670,,,,,,,,35045038,,,,,WOS:000744164400021,View Full Record in Web of Science
J,"Yang, QH; Gruenbacher, DM; Scoglio, CM",,,,"Yang, Qihui; Gruenbacher, Don M.; Scoglio, Caterina M.",,,Estimating data-driven coronavirus disease 2019 mitigation strategies for safe university reopening,JOURNAL OF THE ROYAL SOCIETY INTERFACE,,,,,,,,,,,,"After one pandemic year of remote or hybrid instructional modes, universities struggled with plans for an in-person autumn (fall) semester in 2021. To help inform university reopening policies, we collected survey data on social contact patterns and developed an agent-based model to simulate the spread of severe acute respiratory syndrome coronavirus 2 in university settings. Considering a reproduction number of R-0 = 3 and 70% immunization effectiveness, we estimated that at least 80% of the university population immunized through natural infection or vaccination is needed for safe university reopening with relaxed non-pharmaceutical interventions (NPIs). By contrast, at least 60% of the university population immunized through natural infection or vaccination is needed for safe university reopening when NPIs are adopted. Nevertheless, attention needs to be paid to large-gathering events that could lead to infection size spikes. At an immunization coverage of 70%, continuing NPIs, such as wearing masks, could lead to a 78.39% reduction in the maximum cumulative infections and a 67.59% reduction in the median cumulative infections. However, even though this reduction is very beneficial, there is still a possibility of non-negligible size outbreaks because the maximum cumulative infection size is equal to 1.61% of the population, which is substantial.",,,,,,"Yang, Qihui/0000-0003-3215-3645",,,,,,,,,,,,,1742-5689,1742-5662,,,,MAR 14,2022,19,188,,,,,,,20210920,10.1098/rsif.2021.0920,http://dx.doi.org/10.1098/rsif.2021.0920,,,,,,,,35285285,,,,,WOS:000773014600001,View Full Record in Web of Science
J,"Myers, M; Dunikoski, L; Brantner, R; Fletcher, D; Saltzberg, EE; Urdaneta, AE; Wedro, B; Giwa, A",,,,"Myers, Melissa; Dunikoski, Leonard; Brantner, Richard; Fletcher, Debbie; Saltzberg, Eugene E.; Urdaneta, Alfredo E.; Wedro, Benjamin; Giwa, Al",,,An Ethical Anaylsis of the Arguments Both For and Against COVID-19 Vaccine Mandates for Healthcare Workers,JOURNAL OF EMERGENCY MEDICINE,,,,,,,,,,,,"Background: Since the development of the first U.S. Food and Drug Administration-approved vaccine for the prevention of serious disease and death associated with the SARS-CoV-2 virus, health care workers have been expected to comply with mandatory immunization require-ments or face potential termination of employment and censure by their state medical boards. Although most ac-cepted this mandate, there have been several who have felt this was an unnecessary intrusion and violation of their right to choose their own health care mitigation strategies, or an infringement on their autonomy and other civil liberties. Others have argued that being a health care professional places your duties above your own self-interests, so-called fiduciary duties. As a result of these duties, there is an ex-pected obligation to do the best action to achieve the most good for society. A so-called utilitarian argument. Dis-cussion: We explore arguments both for and against these mandatory vaccine requirements and conclude using duty -and consequence-based moral reasoning to weigh the merits of each. Conclusions: Although arguments for and against vaccine mandates are compelling, it is the opinion of the Ethics Committee of the American Academy of Emergency Medicine that vaccine mandates for health care workers are ethically just and appropriate, and the benefit to society far outweighs the minor inconvenience to an individual's per-sonal liberties. Published by Elsevier Inc.",,,,,,"Urdaneta, Alfredo/0000-0003-0710-9503",,,,,,,,,,,,,0736-4679,1090-1280,,,,FEB,2023,64,2,,,,,246,250,,10.1016/j.jemermed.2022.11.005,http://dx.doi.org/10.1016/j.jemermed.2022.11.005,,MAR 2023,,,,,,36746692,,,,,WOS:000951686600001,View Full Record in Web of Science
J,"Lowe, AA; Ravi, P; Gerald, LB; Wilson, AM",,,,"Lowe, Ashley A.; Ravi, Priyanka; Gerald, Lynn B.; Wilson, Amanda M.",,,The Changing Job of School Nurses during the COVID-19 Pandemic: A Media Content Analysis of Contributions to Stress,ANNALS OF WORK EXPOSURES AND HEALTH,,,,,,,,,,,,"School nurses and unlicensed assistive personnel (UAPs) are essential to the health and wellness of school children. However, most US schools do not have a full-time licensed nurse. During the COVID-19 pandemic, school nurses and UAPs have been integral in ensuring that the health needs of students were met. They have seen a marked increase in their responsibilities included implementing COVID-19 mitigation strategies, screening for symptoms, testing students and staff, conducting contact tracing and data collection, and ensuring the implementation of rapidly changing COVID-19 guidelines and protocols for schools. The objective of this study was to explore COVID-19 occupational changes and their contributions to stress among school nurses and UAPs through a content analysis of local and national media articles. A Google search of articles published between February 2020 and September 2021 was conducted using the following search terms: 'school nurse', 'COVID-19', 'health aide', 'stress', and 'experiences'. A search was also conducted in Nexis Uni. Articles were included if the topic discussed school nurses or UAPs and COVID-19. All articles that examined nurses in other settings were excluded from the review. We examined topics and themes temporally (from February 2020 to September 2021) and spatially (i.e. the frequency by US state). Overall, 496 media articles discussing school nurses and COVID-19 were included in our review. The highest volume of articles was from September 2021 (22%, 111/496). Other months with relatively high volume of articles included August 2020 (9%, 43/496), January 2021 (10%, 47/496), February 2021 (9%, 44/496), and August 2021 (8%, 39/496). These larger article volumes coincided with notable COVID-19 events, including returning to school in the fall (August 2020 and August 2021), school nurses assisting with vaccine rollouts among adults in the USA (January/February 2021), concerns regarding the delta variant (August/September 2021), and vaccine rollouts for children ages 12-15 (September 2021). The representation of articles spatially (national, state, regional, or local) was 66 (13%) articles at national level, 217 (44%) state level, 25 (5%) regional level, and 188 (38%) local news at the city and/or village level. Pennsylvania had the highest frequency of articles, but when standardized to the state population, Alaska had the highest rate of media per 100 000 people. Three major themes were identified in our analysis: (i) safety; (ii) pandemic-related fatigue/stress; and (iii) nursing shortage/budget. The most represented theme for articles before September 2021 was that of safety. Over time, the themes of pandemic-related fatigue/stress and nursing shortage/budget increased with the most notable increase being in September 2021. The COVID-19 pandemic has resulted in new occupational risks, burdens, and stressors experienced by school nurses and UAPs. School nurses play a critical role in disease surveillance, disaster preparedness, wellness and chronic disease prevention interventions, immunizations, mental health screening, and chronic disease education. Furthermore, they provide a safety net for our most vulnerable children. Given that school nurses were already over-burdened and under-resourced prior to the pandemic, characterization of these new burdens and stressors will inform emergency preparedness resources for school health personnel during future pandemics or outbreaks.",,,,,,"Ravi, Priyanka/0000-0002-3432-3436",,,,,,,,,,,,,2398-7308,2398-7316,,,,JAN 12,2023,67,1,,,SI,,101,117,,10.1093/annweh/wxac053,http://dx.doi.org/10.1093/annweh/wxac053,,SEP 2022,,,,,,36111528,,,,,WOS:000854141300001,View Full Record in Web of Science
J,"Jackson, D; Katwan, E; Boehm, C; Diaz, T",,,,"Jackson, Debra; Katwan, Elizabeth; Boehm, Claudia; Diaz, Theresa",,,"Use of routine health information systems to monitor disruptions of coverage of maternal, newborn, and child health services during COVID-19: A scoping review",JOURNAL OF GLOBAL HEALTH,,,,,,,,,,,,"Background The COVID-19 pandemic is a unique global health challenge which disrupt-ed essential health services (EHS). Most early data related to EHS during the COVID-19 pandemic came from country and regional pulse surveys conducted by the World Health Organization (WHO) and United Nations Children's Fund (UNICEEF), which relied on respondent perceptions and not necessarily routine health information system (RHIS) data. By conducting a scoping review, we aimed to describe the use of RHIS data for monitoring changes in EHS coverage for maternal, newborn, and child health (MNCH) during the COVID-19 pandemic.Methods We performed a scoping review using Sample, Phenomenon of Interest, De -sign, Evaluation, Research type (SPIDER) and Preferred Reporting Items for Systematic Reviews and Meta-Analyses - Scoping Review (PRISMA-SCR) guidelines. We includ-ed descriptive or analytic reports on the availability and use of RHIS data published in peer-reviewed, pre-publication, or gray literature on MNCH essential health services cov-erage during the COVID-19 pandemic. The following databases were searched for studies published between January 2020 and May 2022: PubMed/MEDLINE, Google Scholar, Google, MedRXiv (pre-publication), Embase, CINAHL, Cochrane, Campbell, and Open-Grey. A single reviewer screened the titles, abstracts, and full texts of the retrieved pub-lications, while a second reviewer screened 20% of the total sample. Publications were tabulated by WHO Region, World Bank income group, country, data sources, study top-ic, and period. We used content analysis to qualitatively describe the trends and use of data for policy or programming in the studies.Results We included 264 publications after the full-text review. The publications came from 81 countries, covering all WHO regions and World Bank income groups. The most common data sources were hospital information systems (27%) and primary health care management information systems (26%). Most studies examined data trends before COVID-19 compared to periods during COVID-19. Most publications reported a de-crease in MNCH services (45%). Reports with follow-up beyond August 2020 (first six months of pandemic) were significantly more likely to report recovery of service coverage (8% vs 30%, P< 0.001). Low-and middle-income countries reported significantly higher morbidity and/or mortality in COVID-19 periods than high-income countries (54% vs 30%, P < 0.001). Less than 10% of reports described RHIS data quality specifically during the COVID-19 period and only 22% reported program mitigation strategies to address reductions noted from routine data.Conclusion Results suggest awareness and usefulness of RHIS to monitor MNCH service disruptions during the COVID-19 pandemic. However, with only 22% of reports includ-ing descriptions of policy or program adaptations, use of RHIS data to monitor MNCH service disruptions was not necessarily followed by data-informed policies or program adaptations. RHIS data on MNCH services should be strengthened to enable its use by program man-agers and policymakers to respond to direct and indirect effects of future public health emergencies.Registration: Open Science Framework (available at: https://osf.io/usqp3/?view_only=94731785fc-ba4377adfa1bdf5754998d).",,,,,,"Jackson, Debra/0000-0003-3307-632X",,,,,,,,,,,,,2047-2978,2047-2986,,,,,2023,13,,,,,,,,6002,10.7189/jogh.13.06002,http://dx.doi.org/10.7189/jogh.13.06002,,,,,,,,36757820,,,,,WOS:000931848100001,View Full Record in Web of Science
